Trial Number,1185,
Galactic Longitude (L),214.0584353592503,degrees
Galactic Latitude (B),30.99245106158479,degrees
Right Ascension (RA),131.3910298452553,degrees
Declination (DEC),12.69718695850315,degrees
observed Frequency,1420.4451210787402,MHz
Observation Time,2025-11-26 04:47:27,
Calculated Parameters
Vr,8.3,km/s
Ur,-114.9,km/s
Ut,-160.2,km/s
Total Velocity,197.1,km/s
Distance from Sun,0.6,kpc
Galactic center Distance,9.0,kpc
Spectral Data
Frequency (MHz),avgps,avgps2
1419.4058,29.96,29.75
1419.4215,29.04,29.05
1419.4372,28.69,28.53
1419.453,28.6,28.82
1419.4687,29.12,29.28
1419.4845,30.39,30.63
1419.5002,32.54,32.62
1419.516,35.38,35.51
1419.5317,38.44,39.14
1419.5475,42.32,42.6
1419.5632,46.21,46.74
1419.579,50.21,50.94
1419.5947,54.32,55.28
1419.6105,58.38,59.12
1419.6262,62.29,62.99
1419.642,66.04,66.9
1419.6577,69.58,70.43
1419.6735,73.21,73.89
1419.6892,75.83,76.64
1419.705,78.78,79.37
1419.7207,80.76,81.95
1419.7365,83.04,83.78
1419.7522,84.55,85.6
1419.768,86.03,86.74
1419.7837,86.86,88.04
1419.7995,87.74,88.71
1419.8152,87.79,89.03
1419.8309,87.98,89.57
1419.8467,88.27,88.93
1419.8624,88.04,88.87
1419.8782,87.03,88.49
1419.8939,87.42,87.97
1419.9097,86.52,87.57
1419.9254,85.92,86.79
1419.9412,84.6,85.93
1419.9569,84.26,85.8
1419.9727,83.49,84.65
1419.9884,82.85,84.17
1420.0042,82.69,84.31
1420.0199,82.12,83.57
1420.0357,81.62,83.02
1420.0514,81.64,82.78
1420.0672,81.53,83.15
1420.0829,81.62,83.21
1420.0987,81.57,83.3
1420.1144,81.85,84.18
1420.1302,82.1,84.19
1420.1459,82.71,84.75
1420.1617,82.96,85.45
1420.1774,83.94,86.31
1420.1932,84.4,87.2
1420.2089,85.11,87.86
1420.2246,86.28,88.76
1420.2404,86.99,89.01
1420.2561,88.13,90.37
1420.2719,88.57,91.14
1420.2876,89.53,92.41
1420.3034,89.67,93.58
1420.3191,90.33,94.45
1420.3349,91.35,96.12
1420.3506,91.16,96.48
1420.3664,92.02,97.2
1420.3821,92.06,96.79
1420.3979,92.74,97.87
1420.4136,92.04,97.92
1420.4294,92.23,98.71
1420.4451,91.74,100.04
1420.4609,91.49,99.04
1420.4766,90.96,97.85
1420.4924,90.04,96.26
1420.5081,89.65,94.91
1420.5239,89.01,92.47
1420.5396,87.68,90.62
1420.5554,86.94,89.6
1420.5711,86.05,88.04
1420.5869,85.23,87.0
1420.6026,84.32,85.77
1420.6183,83.29,84.94
1420.6341,82.18,84.02
1420.6498,81.99,82.8
1420.6656,80.91,82.2
1420.6813,80.03,81.5
1420.6971,79.62,80.68
1420.7128,79.49,80.27
1420.7286,79.34,80.05
1420.7443,78.59,79.99
1420.7601,78.65,79.59
1420.7758,78.77,79.54
1420.7916,78.67,79.36
1420.8073,79.36,79.69
1420.8231,79.69,80.33
1420.8388,80.0,80.9
1420.8546,80.85,80.77
1420.8703,81.26,81.46
1420.8861,81.93,82.41
1420.9018,82.45,82.79
1420.9176,83.62,83.95
1420.9333,84.51,83.71
1420.9491,85.15,84.95
1420.9648,85.42,85.45
1420.9806,85.64,85.85
1420.9963,85.63,85.81
1421.0121,85.91,85.99
1421.0278,86.23,86.05
1421.0435,85.9,85.29
1421.0593,85.19,84.66
1421.075,84.56,83.77
1421.0908,83.5,82.65
1421.1065,81.53,81.21
1421.1223,80.11,79.23
1421.138,77.96,77.27
1421.1538,75.73,74.67
1421.1695,73.15,72.26
1421.1853,70.07,69.85
1421.201,67.48,66.66
1421.2168,64.22,63.31
1421.2325,60.66,59.91
1421.2483,57.47,56.89
1421.264,54.05,53.3
1421.2798,50.51,49.89
1421.2955,47.33,46.7
1421.3113,44.12,43.69
1421.327,41.42,40.8
1421.3428,38.73,38.24
1421.3585,36.44,35.54
1421.3743,34.21,33.77
1421.39,32.49,32.19
1421.4058,31.02,30.61
