Trial Number,391,
Galactic Longitude (L),59.92262709788994,degrees
Galactic Latitude (B),-18.993426882521142,degrees
Right Ascension (RA),312.802263414919,degrees
Declination (DEC),13.504526035243586,degrees
observed Frequency,1420.3663809212599,MHz
Observation Time,2025-12-18 15:24:22,
Calculated Parameters (Tangent Point Method)
Radial Velocity (Vr),8.31,km/s
Tangent Point Distance (R),7.36,kpc
Rotation Velocity (V_rot),198.69,km/s
Spectral Data
Frequency (MHz),avgps,avgps2
1419.4058,19.07,19.29
1419.4215,18.18,18.43
1419.4372,17.63,18.02
1419.453,17.86,17.98
1419.4687,18.27,18.43
1419.4845,19.35,19.73
1419.5002,20.87,21.41
1419.516,23.18,23.67
1419.5317,25.64,26.13
1419.5475,28.23,28.82
1419.5632,31.07,31.68
1419.579,33.84,34.42
1419.5947,36.7,37.59
1419.6105,39.35,39.9
1419.6262,42.15,42.93
1419.642,44.8,45.51
1419.6577,47.06,47.88
1419.6735,49.3,50.48
1419.6892,51.53,52.48
1419.705,53.4,54.37
1419.7207,55.11,56.2
1419.7365,56.37,57.31
1419.7522,57.43,58.63
1419.768,58.38,59.64
1419.7837,58.63,60.16
1419.7995,59.32,60.31
1419.8152,59.56,61.05
1419.8309,59.97,60.67
1419.8467,59.68,60.74
1419.8624,59.54,60.46
1419.8782,58.64,60.21
1419.8939,58.78,59.9
1419.9097,58.21,59.42
1419.9254,57.58,58.9
1419.9412,56.96,58.12
1419.9569,56.47,57.7
1419.9727,56.04,57.44
1419.9884,55.79,56.9
1420.0042,55.32,56.59
1420.0199,55.08,56.38
1420.0357,54.83,55.85
1420.0514,54.74,55.62
1420.0672,54.43,55.64
1420.0829,54.69,55.43
1420.0987,54.44,55.64
1420.1144,54.33,55.98
1420.1302,54.87,56.19
1420.1459,55.16,56.4
1420.1617,55.26,57.04
1420.1774,55.89,57.39
1420.1932,56.07,58.08
1420.2089,56.63,58.73
1420.2246,57.24,59.58
1420.2404,57.44,60.64
1420.2561,58.28,61.35
1420.2719,58.57,62.36
1420.2876,59.26,63.53
1420.3034,59.52,65.64
1420.3191,59.91,67.61
1420.3349,60.14,70.82
1420.3506,60.41,73.54
1420.3664,60.54,75.11
1420.3821,60.93,74.16
1420.3979,61.08,71.7
1420.4136,60.96,68.95
1420.4294,60.98,66.81
1420.4451,60.72,65.06
1420.4609,60.23,63.75
1420.4766,60.07,62.67
1420.4924,59.37,62.04
1420.5081,59.02,61.14
1420.5239,58.15,60.66
1420.5396,57.73,59.79
1420.5554,57.08,59.07
1420.5711,56.55,58.49
1420.5869,55.7,57.86
1420.6026,55.33,57.25
1420.6183,54.63,56.48
1420.6341,53.8,56.02
1420.6498,53.5,55.25
1420.6656,53.0,54.99
1420.6813,52.49,54.65
1420.6971,52.3,54.09
1420.7128,51.83,53.77
1420.7286,51.37,53.17
1420.7443,51.4,53.16
1420.7601,51.11,52.92
1420.7758,51.11,52.95
1420.7916,51.29,52.69
1420.8073,51.47,53.13
1420.8231,51.99,53.35
1420.8388,51.92,53.37
1420.8546,52.45,53.99
1420.8703,52.89,54.53
1420.8861,53.34,54.9
1420.9018,53.83,55.32
1420.9176,54.43,55.93
1420.9333,55.01,56.15
1420.9491,55.07,56.8
1420.9648,55.7,57.19
1420.9806,56.07,57.61
1420.9963,56.27,57.53
1421.0121,56.49,57.68
1421.0278,56.59,57.82
1421.0435,56.43,57.46
1421.0593,55.91,57.29
1421.075,55.42,56.68
1421.0908,54.57,55.82
1421.1065,53.89,55.0
1421.1223,52.77,53.72
1421.138,51.37,52.63
1421.1538,49.87,51.08
1421.1695,48.41,49.27
1421.1853,46.32,47.39
1421.201,44.66,45.54
1421.2168,42.51,43.39
1421.2325,40.34,41.15
1421.2483,38.26,38.63
1421.264,35.81,36.56
1421.2798,33.78,34.33
1421.2955,31.57,32.06
1421.3113,29.66,29.99
1421.327,27.49,27.88
1421.3428,25.7,26.06
1421.3585,24.02,24.28
1421.3743,22.5,22.82
1421.39,21.17,21.42
1421.4058,20.08,20.19
