Trial Number,1096,
Galactic Longitude (L),199.03384381778574,degrees
Galactic Latitude (B),0.5895243814061527,degrees
Right Ascension (RA),96.95637572178993,degrees
Declination (DEC),12.618095254824514,degrees
observed Frequency,1420.429373047244,MHz
Observation Time,2025-11-23 02:41:55,
Calculated Parameters
Vr,5.0,km/s
Ur,-66.8,km/s
Ut,-201.3,km/s
Total Velocity,212.1,km/s
Distance from Sun,0.5,kpc
Galactic center Distance,9.0,kpc
Spectral Data
Frequency (MHz),avgps,avgps2
1419.4058,30.59,30.34
1419.4215,29.87,29.62
1419.4372,29.24,29.21
1419.453,29.1,29.16
1419.4687,29.74,29.84
1419.4845,31.1,31.2
1419.5002,33.14,33.17
1419.516,35.82,36.14
1419.5317,39.35,39.67
1419.5475,43.31,43.41
1419.5632,46.93,47.67
1419.579,51.15,51.69
1419.5947,55.52,55.96
1419.6105,59.69,59.91
1419.6262,63.47,64.26
1419.642,67.53,68.05
1419.6577,71.04,71.95
1419.6735,74.47,74.8
1419.6892,77.32,78.31
1419.705,80.07,80.32
1419.7207,82.65,83.18
1419.7365,84.42,85.36
1419.7522,86.49,86.8
1419.768,87.94,88.18
1419.7837,88.84,90.1
1419.7995,89.73,90.13
1419.8152,90.13,90.71
1419.8309,90.24,91.12
1419.8467,90.08,91.32
1419.8624,90.03,90.8
1419.8782,89.54,90.11
1419.8939,88.39,89.93
1419.9097,88.31,89.04
1419.9254,87.61,88.85
1419.9412,87.16,87.84
1419.9569,86.27,87.19
1419.9727,85.35,86.54
1419.9884,85.34,85.98
1420.0042,84.31,85.21
1420.0199,83.95,85.06
1420.0357,83.73,85.08
1420.0514,83.7,84.08
1420.0672,83.09,84.32
1420.0829,83.56,84.18
1420.0987,83.8,84.35
1420.1144,83.77,84.98
1420.1302,84.03,84.93
1420.1459,84.69,85.91
1420.1617,84.9,86.35
1420.1774,85.79,86.59
1420.1932,86.26,87.63
1420.2089,87.36,88.29
1420.2246,88.23,89.13
1420.2404,89.06,89.97
1420.2561,89.51,91.22
1420.2719,90.41,92.05
1420.2876,91.6,92.99
1420.3034,92.04,94.33
1420.3191,92.6,96.14
1420.3349,92.6,98.44
1420.3506,93.66,100.92
1420.3664,93.41,105.36
1420.3821,94.34,111.04
1420.3979,93.69,118.17
1420.4136,94.38,122.33
1420.4294,93.6,125.03
1420.4451,92.97,123.95
1420.4609,93.01,121.24
1420.4766,92.71,117.75
1420.4924,91.97,112.96
1420.5081,91.19,107.07
1420.5239,90.37,101.54
1420.5396,89.18,97.52
1420.5554,88.23,95.04
1420.5711,87.25,92.24
1420.5869,86.66,90.8
1420.6026,85.49,89.13
1420.6183,84.64,87.29
1420.6341,83.83,85.74
1420.6498,82.82,84.49
1420.6656,82.26,83.48
1420.6813,81.54,82.73
1420.6971,80.52,81.8
1420.7128,80.43,81.59
1420.7286,80.38,81.5
1420.7443,79.9,80.76
1420.7601,80.07,80.7
1420.7758,79.7,80.66
1420.7916,80.18,80.2
1420.8073,80.69,80.47
1420.8231,80.42,81.81
1420.8388,81.12,82.0
1420.8546,81.72,82.06
1420.8703,82.39,83.08
1420.8861,83.3,83.29
1420.9018,83.95,84.18
1420.9176,84.3,84.65
1420.9333,85.1,85.23
1420.9491,85.92,85.92
1420.9648,86.48,86.33
1420.9806,87.12,86.7
1420.9963,87.33,87.33
1421.0121,87.49,87.3
1421.0278,87.29,86.78
1421.0435,86.85,86.4
1421.0593,86.32,86.29
1421.075,85.29,85.36
1421.0908,84.7,83.82
1421.1065,82.87,82.2
1421.1223,81.23,80.75
1421.138,79.43,78.8
1421.1538,76.86,76.15
1421.1695,73.86,73.65
1421.1853,71.54,70.8
1421.201,68.63,67.88
1421.2168,65.71,64.28
1421.2325,61.83,61.23
1421.2483,58.48,57.85
1421.264,55.19,54.33
1421.2798,51.46,50.92
1421.2955,48.16,47.7
1421.3113,45.36,44.51
1421.327,42.2,41.85
1421.3428,39.39,39.02
1421.3585,37.17,36.77
1421.3743,35.1,34.73
1421.39,33.15,32.97
1421.4058,31.59,31.47
