Trial Number,4960,
Galactic Longitude (L),7.894596440625688,degrees
Galactic Latitude (B),61.40635247628803,degrees
Right Ascension (RA),219.25234787497888,degrees
Declination (DEC),12.715334962753424,degrees
observed Frequency,1420.5238612362205,MHz
Observation Time,2025-11-22 10:53:27,
Calculated Parameters
Vr,24.9,km/s
Ur,55.1,km/s
Ut,686.2,km/s
Total Velocity,688.4,km/s
Distance from Sun,6.2,kpc
Galactic center Distance,2.5,kpc
Spectral Data
Frequency (MHz),avgps,avgps2
1419.4058,27.32,27.44
1419.4215,26.57,26.74
1419.4372,26.12,26.21
1419.453,26.08,26.12
1419.4687,26.73,26.84
1419.4845,28.13,28.11
1419.5002,29.96,30.13
1419.516,32.76,33.01
1419.5317,35.95,36.18
1419.5475,39.33,39.74
1419.5632,43.04,43.41
1419.579,47.21,47.24
1419.5947,50.74,51.35
1419.6105,54.67,55.0
1419.6262,58.53,58.71
1419.642,61.71,62.23
1419.6577,64.81,65.68
1419.6735,68.02,68.82
1419.6892,71.04,71.63
1419.705,73.54,73.93
1419.7207,75.62,76.59
1419.7365,77.61,78.27
1419.7522,79.03,80.24
1419.768,80.58,81.24
1419.7837,81.58,82.09
1419.7995,82.06,82.95
1419.8152,82.44,83.25
1419.8309,82.74,83.41
1419.8467,82.25,83.3
1419.8624,82.42,83.32
1419.8782,82.24,82.75
1419.8939,81.32,82.6
1419.9097,80.91,81.98
1419.9254,80.42,81.28
1419.9412,78.94,80.58
1419.9569,78.8,80.26
1419.9727,78.44,79.46
1419.9884,77.75,78.9
1420.0042,76.97,78.2
1420.0199,76.47,77.73
1420.0357,76.22,77.55
1420.0514,76.22,77.2
1420.0672,76.14,77.01
1420.0829,76.12,76.98
1420.0987,75.89,77.2
1420.1144,76.52,77.24
1420.1302,76.38,77.52
1420.1459,77.11,78.34
1420.1617,77.58,78.38
1420.1774,78.2,79.14
1420.1932,78.84,80.07
1420.2089,79.74,80.74
1420.2246,80.25,81.5
1420.2404,80.83,82.23
1420.2561,81.41,82.76
1420.2719,82.29,83.98
1420.2876,83.14,84.17
1420.3034,83.67,85.36
1420.3191,83.99,85.55
1420.3349,84.54,86.2
1420.3506,84.98,86.79
1420.3664,85.2,86.92
1420.3821,85.63,87.29
1420.3979,85.36,87.6
1420.4136,85.75,87.61
1420.4294,85.41,87.71
1420.4451,84.98,88.09
1420.4609,84.63,87.75
1420.4766,84.47,88.7
1420.4924,83.47,89.25
1420.5081,82.75,90.25
1420.5239,82.23,90.39
1420.5396,81.03,86.7
1420.5554,80.33,84.38
1420.5711,79.82,82.53
1420.5869,78.62,81.51
1420.6026,77.72,79.91
1420.6183,76.77,78.39
1420.6341,76.25,77.69
1420.6498,75.53,76.98
1420.6656,74.87,76.29
1420.6813,74.2,75.74
1420.6971,73.33,74.82
1420.7128,72.8,74.46
1420.7286,72.71,74.18
1420.7443,72.41,74.02
1420.7601,72.31,73.63
1420.7758,72.48,73.56
1420.7916,72.37,73.99
1420.8073,72.88,73.86
1420.8231,73.41,74.42
1420.8388,73.29,75.03
1420.8546,73.99,75.69
1420.8703,74.58,75.91
1420.8861,75.45,76.32
1420.9018,75.89,77.05
1420.9176,76.48,77.76
1420.9333,77.44,78.32
1420.9491,77.89,78.79
1420.9648,78.04,79.55
1420.9806,78.12,79.85
1420.9963,79.45,79.94
1421.0121,79.05,79.83
1421.0278,79.04,80.11
1421.0435,78.42,79.67
1421.0593,78.71,78.83
1421.075,77.46,78.25
1421.0908,76.46,77.12
1421.1065,75.41,75.82
1421.1223,73.2,74.0
1421.138,71.65,72.28
1421.1538,69.53,70.02
1421.1695,67.13,67.3
1421.1853,64.75,65.09
1421.201,61.91,62.04
1421.2168,58.79,59.17
1421.2325,55.96,56.28
1421.2483,52.62,53.12
1421.264,49.54,49.96
1421.2798,46.29,46.68
1421.2955,43.67,43.57
1421.3113,40.57,40.84
1421.327,38.06,38.19
1421.3428,35.64,35.59
1421.3585,33.35,33.26
1421.3743,31.32,31.48
1421.39,29.81,29.93
1421.4058,28.39,28.51
