Trial Number,1869,
Galactic Longitude (L),30.797358618881162,degrees
Galactic Latitude (B),35.245498221727345,degrees
Right Ascension (RA),249.98453418274846,degrees
Declination (DEC),13.654540618029086,degrees
observed Frequency,1420.5081132047244,MHz
Observation Time,2025-12-19 11:09:49,
Calculated Parameters (Tangent Point Method)
Radial Velocity (Vr),-21.6,km/s
Tangent Point Distance (R),4.35,kpc
Rotation Velocity (V_rot),91.04,km/s
Spectral Data
Frequency (MHz),avgps,avgps2
1419.4058,25.38,25.59
1419.4215,24.68,24.89
1419.4372,24.31,24.61
1419.453,24.36,24.64
1419.4687,25.0,25.28
1419.4845,26.18,26.54
1419.5002,28.07,28.56
1419.516,30.67,31.07
1419.5317,33.64,34.23
1419.5475,36.99,37.63
1419.5632,40.36,41.14
1419.579,44.14,44.79
1419.5947,47.78,48.32
1419.6105,51.32,52.28
1419.6262,55.03,55.51
1419.642,58.03,59.01
1419.6577,61.21,62.4
1419.6735,64.03,65.14
1419.6892,66.8,67.93
1419.705,69.32,70.53
1419.7207,70.65,72.44
1419.7365,73.05,73.87
1419.7522,74.54,75.7
1419.768,75.46,76.99
1419.7837,76.58,77.59
1419.7995,77.42,78.39
1419.8152,77.43,78.98
1419.8309,77.77,79.04
1419.8467,77.81,79.17
1419.8624,76.9,78.58
1419.8782,77.1,78.25
1419.8939,76.6,77.75
1419.9097,75.73,77.28
1419.9254,75.45,76.69
1419.9412,74.54,76.09
1419.9569,74.04,75.44
1419.9727,73.62,74.35
1419.9884,73.04,74.04
1420.0042,72.34,73.74
1420.0199,71.95,73.14
1420.0357,71.46,73.09
1420.0514,71.43,73.21
1420.0672,71.36,72.54
1420.0829,71.38,72.62
1420.0987,71.2,72.27
1420.1144,71.55,72.74
1420.1302,71.67,73.57
1420.1459,72.05,73.41
1420.1617,73.0,74.31
1420.1774,73.01,74.76
1420.1932,74.25,75.47
1420.2089,74.75,76.1
1420.2246,75.22,76.63
1420.2404,75.75,77.55
1420.2561,76.87,78.26
1420.2719,77.31,78.6
1420.2876,77.52,80.02
1420.3034,78.64,80.33
1420.3191,79.03,81.22
1420.3349,79.21,81.49
1420.3506,79.36,82.03
1420.3664,80.11,83.15
1420.3821,80.18,82.58
1420.3979,80.3,83.7
1420.4136,79.8,84.07
1420.4294,79.84,84.17
1420.4451,79.53,85.04
1420.4609,79.42,85.8
1420.4766,78.77,87.21
1420.4924,78.06,89.24
1420.5081,77.63,89.84
1420.5239,76.93,88.01
1420.5396,75.94,84.2
1420.5554,75.21,80.69
1420.5711,74.41,78.02
1420.5869,73.52,76.28
1420.6026,73.08,75.24
1420.6183,72.11,74.03
1420.6341,71.36,73.03
1420.6498,70.86,72.31
1420.6656,69.57,71.7
1420.6813,69.13,70.97
1420.6971,68.85,70.22
1420.7128,68.3,69.97
1420.7286,68.0,69.44
1420.7443,67.9,69.54
1420.7601,67.71,69.26
1420.7758,67.37,69.1
1420.7916,67.88,69.36
1420.8073,68.09,69.41
1420.8231,68.35,70.1
1420.8388,68.68,70.3
1420.8546,69.16,70.58
1420.8703,69.61,71.35
1420.8861,70.36,71.82
1420.9018,71.05,72.13
1420.9176,71.68,72.9
1420.9333,72.1,73.56
1420.9491,72.72,73.95
1420.9648,73.3,74.68
1420.9806,73.75,75.02
1420.9963,73.8,74.97
1421.0121,73.94,75.22
1421.0278,73.79,75.18
1421.0435,73.58,74.78
1421.0593,73.23,74.02
1421.075,72.13,73.36
1421.0908,71.2,72.51
1421.1065,69.9,70.78
1421.1223,68.76,69.65
1421.138,67.14,67.92
1421.1538,64.88,65.82
1421.1695,62.95,63.26
1421.1853,60.07,60.82
1421.201,57.7,58.33
1421.2168,54.94,55.53
1421.2325,52.03,52.42
1421.2483,49.15,49.55
1421.264,46.08,46.7
1421.2798,43.43,43.92
1421.2955,40.64,40.93
1421.3113,37.96,38.08
1421.327,35.37,35.73
1421.3428,33.13,33.15
1421.3585,31.09,31.07
1421.3743,29.15,29.22
1421.39,27.58,27.82
1421.4058,26.38,26.7
