Trial Number,1436,
Galactic Longitude (L),232.3629325871262,degrees
Galactic Latitude (B),58.90460486394829,degrees
Right Ascension (RA),162.76676399211672,degrees
Declination (DEC),13.742061162923585,degrees
observed Frequency,1420.5238612362205,MHz
Observation Time,2025-12-19 05:22:06,
Calculated Parameters (Tangent Point Method)
Radial Velocity (Vr),-24.93,km/s
Tangent Point Distance (R),6.73,kpc
Rotation Velocity (V_rot),-199.15,km/s
Spectral Data
Frequency (MHz),avgps,avgps2
1419.4058,30.07,29.78
1419.4215,29.42,29.01
1419.4372,28.82,28.72
1419.453,28.75,28.99
1419.4687,29.23,29.56
1419.4845,30.34,30.92
1419.5002,32.49,33.07
1419.516,35.18,35.84
1419.5317,38.56,39.3
1419.5475,42.35,43.02
1419.5632,46.07,47.24
1419.579,50.05,51.23
1419.5947,53.99,55.67
1419.6105,58.42,59.54
1419.6262,62.24,63.61
1419.642,66.04,67.29
1419.6577,69.31,71.43
1419.6735,72.51,74.2
1419.6892,75.88,77.09
1419.705,78.35,80.41
1419.7207,80.83,82.58
1419.7365,83.03,84.72
1419.7522,84.83,86.41
1419.768,86.08,87.65
1419.7837,86.69,88.61
1419.7995,87.22,89.37
1419.8152,88.02,90.03
1419.8309,88.36,90.06
1419.8467,88.33,89.59
1419.8624,88.19,89.84
1419.8782,87.32,89.27
1419.8939,86.76,88.63
1419.9097,86.43,88.16
1419.9254,85.59,87.55
1419.9412,85.27,86.01
1419.9569,84.09,85.68
1419.9727,83.59,85.33
1419.9884,83.07,84.75
1420.0042,82.4,84.63
1420.0199,82.06,83.83
1420.0357,81.68,83.61
1420.0514,81.5,83.23
1420.0672,81.44,82.78
1420.0829,81.18,83.39
1420.0987,81.6,83.08
1420.1144,81.62,83.39
1420.1302,82.16,83.86
1420.1459,82.45,84.64
1420.1617,83.18,84.75
1420.1774,83.49,85.9
1420.1932,84.23,86.7
1420.2089,85.25,86.88
1420.2246,85.74,87.56
1420.2404,86.56,88.81
1420.2561,87.49,89.29
1420.2719,88.28,90.14
1420.2876,89.52,90.99
1420.3034,89.98,92.02
1420.3191,90.74,92.62
1420.3349,90.92,92.74
1420.3506,91.39,93.23
1420.3664,91.92,94.14
1420.3821,92.43,94.35
1420.3979,91.98,93.93
1420.4136,92.15,94.27
1420.4294,91.88,94.3
1420.4451,91.29,94.3
1420.4609,91.17,94.23
1420.4766,90.5,93.93
1420.4924,89.77,94.25
1420.5081,89.72,94.55
1420.5239,88.57,94.4
1420.5396,87.53,93.3
1420.5554,86.88,92.11
1420.5711,86.36,90.18
1420.5869,85.33,88.07
1420.6026,84.32,86.5
1420.6183,83.17,84.89
1420.6341,82.21,84.25
1420.6498,81.62,83.55
1420.6656,81.05,82.65
1420.6813,80.7,81.48
1420.6971,79.8,81.28
1420.7128,79.55,80.44
1420.7286,79.07,80.07
1420.7443,79.06,79.93
1420.7601,78.56,79.48
1420.7758,78.64,79.17
1420.7916,78.72,79.54
1420.8073,79.37,79.86
1420.8231,79.64,79.88
1420.8388,80.89,80.33
1420.8546,80.85,80.96
1420.8703,81.56,81.46
1420.8861,82.77,82.45
1420.9018,83.5,82.73
1420.9176,84.01,83.28
1420.9333,84.85,84.31
1420.9491,85.57,84.71
1420.9648,85.56,85.27
1420.9806,86.02,85.57
1420.9963,86.57,85.49
1421.0121,86.89,86.32
1421.0278,86.92,85.68
1421.0435,86.46,85.24
1421.0593,86.1,84.74
1421.075,85.29,83.91
1421.0908,84.69,82.7
1421.1065,82.51,81.01
1421.1223,81.05,79.08
1421.138,78.79,77.47
1421.1538,77.11,74.93
1421.1695,73.93,72.68
1421.1853,70.99,69.41
1421.201,67.84,66.54
1421.2168,64.87,63.2
1421.2325,61.29,59.98
1421.2483,57.81,56.43
1421.264,54.4,53.15
1421.2798,50.96,49.91
1421.2955,47.9,46.62
1421.3113,44.77,43.46
1421.327,41.73,40.88
1421.3428,38.91,38.1
1421.3585,36.69,35.83
1421.3743,34.58,33.82
1421.39,32.74,32.27
1421.4058,31.21,30.8
