Trial Number,1530,
Galactic Longitude (L),262.841116756441,degrees
Galactic Latitude (B),73.0494451361677,degrees
Right Ascension (RA),181.7143479130172,degrees
Declination (DEC),13.74913977985693,degrees
observed Frequency,1420.5553572992128,MHz
Observation Time,2025-12-19 06:37:38,
Calculated Parameters (Tangent Point Method)
Radial Velocity (Vr),-31.58,km/s
Tangent Point Distance (R),8.43,kpc
Rotation Velocity (V_rot),-249.86,km/s
Spectral Data
Frequency (MHz),avgps,avgps2
1419.4058,30.63,30.26
1419.4215,29.8,29.58
1419.4372,29.34,29.34
1419.453,29.26,29.41
1419.4687,29.68,30.07
1419.4845,30.94,31.47
1419.5002,33.04,33.48
1419.516,35.7,36.55
1419.5317,38.92,39.86
1419.5475,42.63,43.71
1419.5632,47.05,47.78
1419.579,50.88,52.09
1419.5947,55.0,56.01
1419.6105,59.07,60.32
1419.6262,62.96,64.59
1419.642,67.01,67.98
1419.6577,70.3,72.4
1419.6735,73.8,75.38
1419.6892,76.56,78.45
1419.705,79.37,81.51
1419.7207,81.37,83.51
1419.7365,83.74,85.58
1419.7522,85.57,87.44
1419.768,87.26,88.63
1419.7837,87.98,90.09
1419.7995,88.38,90.56
1419.8152,89.56,91.29
1419.8309,89.21,91.75
1419.8467,89.19,91.15
1419.8624,89.05,90.77
1419.8782,88.75,90.27
1419.8939,88.08,90.1
1419.9097,87.71,89.48
1419.9254,86.73,89.27
1419.9412,85.95,88.44
1419.9569,85.48,87.65
1419.9727,84.77,86.69
1419.9884,84.01,85.74
1420.0042,83.43,85.35
1420.0199,83.38,85.24
1420.0357,82.76,85.08
1420.0514,82.73,84.93
1420.0672,82.56,84.18
1420.0829,82.58,84.58
1420.0987,82.7,84.49
1420.1144,83.0,84.92
1420.1302,82.98,84.98
1420.1459,83.97,85.73
1420.1617,84.39,86.4
1420.1774,84.88,86.54
1420.1932,85.69,87.5
1420.2089,86.48,87.92
1420.2246,86.96,88.74
1420.2404,88.11,89.83
1420.2561,88.84,90.93
1420.2719,89.49,91.56
1420.2876,90.75,92.84
1420.3034,91.14,93.37
1420.3191,92.03,93.65
1420.3349,92.21,94.0
1420.3506,92.24,94.9
1420.3664,93.23,95.38
1420.3821,93.58,94.94
1420.3979,93.51,95.64
1420.4136,93.59,95.13
1420.4294,93.35,95.1
1420.4451,92.81,94.79
1420.4609,92.85,94.71
1420.4766,92.26,94.82
1420.4924,91.47,93.75
1420.5081,90.96,93.4
1420.5239,90.06,93.43
1420.5396,89.17,94.34
1420.5554,88.13,93.71
1420.5711,87.12,92.14
1420.5869,86.48,90.04
1420.6026,85.93,88.48
1420.6183,84.85,87.12
1420.6341,83.68,86.0
1420.6498,83.25,85.27
1420.6656,82.63,84.52
1420.6813,81.67,83.26
1420.6971,81.14,82.12
1420.7128,80.84,81.68
1420.7286,80.56,81.48
1420.7443,80.3,80.75
1420.7601,80.32,80.19
1420.7758,80.06,80.31
1420.7916,80.15,80.91
1420.8073,80.71,81.24
1420.8231,80.91,81.05
1420.8388,82.3,81.25
1420.8546,82.65,81.71
1420.8703,83.06,83.02
1420.8861,83.93,83.59
1420.9018,84.79,84.34
1420.9176,85.4,84.73
1420.9333,85.99,85.62
1420.9491,86.58,86.3
1420.9648,87.66,86.46
1420.9806,87.94,86.8
1420.9963,88.25,86.91
1421.0121,88.33,87.28
1421.0278,88.11,86.94
1421.0435,88.01,86.97
1421.0593,87.51,86.07
1421.075,86.28,84.82
1421.0908,85.24,83.32
1421.1065,83.77,82.26
1421.1223,82.13,80.54
1421.138,80.05,78.43
1421.1538,77.62,76.08
1421.1695,74.96,73.45
1421.1853,72.17,70.11
1421.201,69.2,67.29
1421.2168,66.02,64.48
1421.2325,62.25,60.86
1421.2483,58.98,57.29
1421.264,55.31,53.75
1421.2798,51.79,50.58
1421.2955,48.59,47.12
1421.3113,45.57,44.17
1421.327,42.39,41.28
1421.3428,39.63,38.54
1421.3585,37.16,36.08
1421.3743,34.95,34.18
1421.39,33.31,32.62
1421.4058,31.67,31.16
