Trial Number,2183,
Galactic Longitude (L),60.22860239243306,degrees
Galactic Latitude (B),-19.40070768609276,degrees
Right Ascension (RA),313.31583638055577,degrees
Declination (DEC),13.50358411480887,degrees
observed Frequency,1420.3663809212599,MHz
Observation Time,2025-12-19 15:22:29,
Calculated Parameters (Tangent Point Method)
Radial Velocity (Vr),8.31,km/s
Tangent Point Distance (R),7.38,kpc
Rotation Velocity (V_rot),199.27,km/s
Spectral Data
Frequency (MHz),avgps,avgps2
1419.4058,24.67,24.61
1419.4215,23.84,23.99
1419.4372,23.4,23.69
1419.453,23.59,23.64
1419.4687,24.0,24.1
1419.4845,25.2,25.67
1419.5002,27.21,27.46
1419.516,29.67,29.98
1419.5317,32.82,33.05
1419.5475,35.84,36.31
1419.5632,39.19,39.8
1419.579,42.98,43.48
1419.5947,46.41,46.97
1419.6105,49.8,50.57
1419.6262,53.29,53.92
1419.642,56.51,56.96
1419.6577,59.68,60.49
1419.6735,62.27,63.29
1419.6892,64.95,66.05
1419.705,67.53,68.2
1419.7207,69.31,70.23
1419.7365,70.78,72.02
1419.7522,72.33,73.57
1419.768,73.38,74.48
1419.7837,74.37,75.46
1419.7995,74.86,76.15
1419.8152,75.11,76.24
1419.8309,75.54,76.36
1419.8467,75.59,76.08
1419.8624,75.08,76.22
1419.8782,74.55,75.87
1419.8939,74.29,75.41
1419.9097,73.86,74.75
1419.9254,73.17,73.97
1419.9412,72.13,73.56
1419.9569,72.05,72.89
1419.9727,71.43,72.31
1419.9884,70.58,71.78
1420.0042,69.99,71.17
1420.0199,70.2,71.03
1420.0357,69.47,70.77
1420.0514,69.29,70.54
1420.0672,69.04,70.73
1420.0829,69.15,70.29
1420.0987,69.25,70.46
1420.1144,69.54,70.83
1420.1302,69.72,71.24
1420.1459,69.92,71.72
1420.1617,70.52,72.1
1420.1774,70.79,73.23
1420.1932,71.47,73.65
1420.2089,72.01,74.76
1420.2246,72.74,75.63
1420.2404,73.38,76.36
1420.2561,73.88,77.62
1420.2719,74.5,78.66
1420.2876,75.32,80.37
1420.3034,76.08,82.84
1420.3191,76.31,85.43
1420.3349,77.08,89.31
1420.3506,76.94,92.3
1420.3664,77.71,94.78
1420.3821,78.01,93.26
1420.3979,77.63,90.36
1420.4136,77.69,87.52
1420.4294,77.53,84.4
1420.4451,77.41,82.17
1420.4609,76.86,80.76
1420.4766,76.37,79.75
1420.4924,75.81,78.22
1420.5081,75.39,77.94
1420.5239,74.63,76.81
1420.5396,73.83,75.96
1420.5554,73.29,75.43
1420.5711,72.04,74.58
1420.5869,71.6,73.71
1420.6026,70.6,72.68
1420.6183,69.85,71.87
1420.6341,69.17,71.0
1420.6498,68.31,70.44
1420.6656,67.75,69.75
1420.6813,67.05,69.06
1420.6971,66.83,68.77
1420.7128,66.33,68.15
1420.7286,65.71,67.61
1420.7443,65.73,67.34
1420.7601,65.57,67.2
1420.7758,65.71,67.03
1420.7916,65.46,67.05
1420.8073,65.9,67.18
1420.8231,66.05,67.4
1420.8388,66.45,67.88
1420.8546,67.16,68.55
1420.8703,67.74,69.2
1420.8861,68.15,69.49
1420.9018,68.79,70.06
1420.9176,69.68,70.55
1420.9333,70.21,71.17
1420.9491,70.65,71.81
1420.9648,71.08,72.0
1420.9806,71.68,72.44
1420.9963,71.55,72.84
1421.0121,71.6,73.04
1421.0278,71.55,72.85
1421.0435,71.14,72.39
1421.0593,70.85,72.12
1421.075,70.49,71.22
1421.0908,69.3,70.45
1421.1065,67.79,69.0
1421.1223,66.66,67.51
1421.138,65.1,65.81
1421.1538,62.96,63.88
1421.1695,60.71,61.62
1421.1853,58.55,59.3
1421.201,55.95,56.7
1421.2168,53.28,53.99
1421.2325,50.33,50.96
1421.2483,47.91,48.12
1421.264,44.74,45.5
1421.2798,41.99,42.63
1421.2955,39.42,39.75
1421.3113,36.8,37.0
1421.327,34.18,34.46
1421.3428,32.04,32.18
1421.3585,29.93,30.37
1421.3743,28.17,28.35
1421.39,26.85,26.97
1421.4058,25.55,25.66
