Trial Number,1200,
Galactic Longitude (L),206.0391661893118,degrees
Galactic Latitude (B),17.10838947425826,degrees
Right Ascension (RA),115.31123253734381,degrees
Declination (DEC),13.663775208284875,degrees
observed Frequency,1420.3506328897638,MHz
Observation Time,2025-12-19 02:12:53,
Calculated Parameters (Tangent Point Method)
Radial Velocity (Vr),11.63,km/s
Tangent Point Distance (R),3.73,kpc
Rotation Velocity (V_rot),-84.94,km/s
Spectral Data
Frequency (MHz),avgps,avgps2
1419.4058,29.99,29.65
1419.4215,29.23,29.09
1419.4372,28.69,28.74
1419.453,28.66,28.9
1419.4687,29.34,29.47
1419.4845,30.33,30.81
1419.5002,32.62,32.92
1419.516,35.34,35.68
1419.5317,38.41,39.13
1419.5475,41.96,43.04
1419.5632,46.01,47.09
1419.579,50.02,50.96
1419.5947,54.2,55.0
1419.6105,58.48,59.22
1419.6262,62.4,63.39
1419.642,65.67,67.09
1419.6577,69.8,70.61
1419.6735,72.72,74.05
1419.6892,75.64,76.93
1419.705,78.13,79.44
1419.7207,80.75,82.3
1419.7365,82.92,84.2
1419.7522,84.17,85.72
1419.768,86.0,87.19
1419.7837,86.49,87.86
1419.7995,87.54,89.09
1419.8152,88.07,89.22
1419.8309,88.27,89.84
1419.8467,88.08,89.05
1419.8624,87.88,89.38
1419.8782,87.25,88.56
1419.8939,87.05,87.87
1419.9097,86.43,87.55
1419.9254,85.32,87.49
1419.9412,84.98,86.24
1419.9569,84.25,85.64
1419.9727,83.54,85.21
1419.9884,83.27,84.67
1420.0042,82.68,83.86
1420.0199,81.88,83.23
1420.0357,81.8,82.91
1420.0514,81.87,83.48
1420.0672,81.22,83.45
1420.0829,81.29,83.46
1420.0987,81.67,83.63
1420.1144,81.79,84.55
1420.1302,82.33,85.38
1420.1459,82.28,86.66
1420.1617,83.02,87.7
1420.1774,83.83,88.76
1420.1932,84.7,90.32
1420.2089,85.22,91.77
1420.2246,85.81,92.28
1420.2404,87.05,93.77
1420.2561,87.59,95.78
1420.2719,88.26,97.86
1420.2876,89.08,99.44
1420.3034,89.49,101.55
1420.3191,90.63,102.91
1420.3349,90.88,103.33
1420.3506,91.13,104.12
1420.3664,91.66,104.13
1420.3821,92.3,103.38
1420.3979,91.88,103.04
1420.4136,92.18,102.07
1420.4294,91.69,99.77
1420.4451,91.7,97.32
1420.4609,91.5,94.57
1420.4766,90.67,94.13
1420.4924,89.75,92.47
1420.5081,89.5,91.47
1420.5239,88.97,90.45
1420.5396,87.65,89.15
1420.5554,86.83,88.2
1420.5711,85.9,87.01
1420.5869,85.25,85.95
1420.6026,84.2,85.68
1420.6183,83.15,84.15
1420.6341,82.41,83.75
1420.6498,81.78,82.17
1420.6656,81.12,81.63
1420.6813,80.55,81.07
1420.6971,80.15,80.24
1420.7128,79.53,79.7
1420.7286,78.95,79.47
1420.7443,79.25,79.09
1420.7601,79.26,78.79
1420.7758,78.77,78.97
1420.7916,79.51,78.88
1420.8073,79.09,78.96
1420.8231,79.85,79.81
1420.8388,80.13,79.97
1420.8546,80.75,80.76
1420.8703,81.53,81.05
1420.8861,82.57,81.34
1420.9018,82.93,81.95
1420.9176,83.54,82.91
1420.9333,84.42,83.63
1420.9491,85.17,84.35
1420.9648,85.8,84.95
1420.9806,86.13,85.14
1420.9963,86.82,85.28
1421.0121,87.11,85.25
1421.0278,86.87,85.06
1421.0435,86.83,84.83
1421.0593,86.04,83.65
1421.075,85.34,83.25
1421.0908,83.69,81.97
1421.1065,82.39,80.51
1421.1223,80.57,79.54
1421.138,78.66,76.6
1421.1538,76.51,74.12
1421.1695,73.65,71.8
1421.1853,70.95,69.31
1421.201,67.83,66.06
1421.2168,64.52,62.87
1421.2325,61.12,59.69
1421.2483,58.01,56.23
1421.264,54.48,53.14
1421.2798,51.17,49.53
1421.2955,47.7,46.52
1421.3113,44.57,43.26
1421.327,41.63,40.33
1421.3428,38.86,38.0
1421.3585,36.49,35.58
1421.3743,34.29,33.59
1421.39,32.56,31.92
1421.4058,31.22,30.59
