Trial Number,2069,
Galactic Longitude (L),48.375021536487814,degrees
Galactic Latitude (B),-0.33040678053135725,degrees
Right Ascension (RA),290.3392034406698,degrees
Declination (DEC),13.55352610191856,degrees
observed Frequency,1420.397876984252,MHz
Observation Time,2025-12-19 13:50:48,
Calculated Parameters (Tangent Point Method)
Radial Velocity (Vr),1.66,km/s
Tangent Point Distance (R),6.35,kpc
Rotation Velocity (V_rot),166.11,km/s
Spectral Data
Frequency (MHz),avgps,avgps2
1419.4058,24.84,24.59
1419.4215,24.15,23.88
1419.4372,23.67,23.57
1419.453,23.59,23.47
1419.4687,24.3,24.14
1419.4845,25.49,25.47
1419.5002,27.26,27.23
1419.516,29.82,29.83
1419.5317,32.71,32.69
1419.5475,35.92,35.95
1419.5632,39.36,39.56
1419.579,42.9,42.99
1419.5947,46.29,46.48
1419.6105,50.01,50.24
1419.6262,53.0,53.37
1419.642,56.42,56.79
1419.6577,59.74,59.71
1419.6735,62.41,62.64
1419.6892,64.74,65.3
1419.705,67.22,67.34
1419.7207,69.05,69.5
1419.7365,70.88,71.37
1419.7522,72.31,72.87
1419.768,73.61,73.46
1419.7837,74.34,74.68
1419.7995,74.8,75.28
1419.8152,75.2,75.88
1419.8309,75.9,76.41
1419.8467,75.24,75.7
1419.8624,75.49,75.38
1419.8782,75.01,75.09
1419.8939,74.37,74.5
1419.9097,73.54,73.92
1419.9254,73.15,73.9
1419.9412,72.49,73.03
1419.9569,71.64,72.16
1419.9727,71.16,72.33
1419.9884,70.65,71.7
1420.0042,69.88,71.27
1420.0199,69.95,71.14
1420.0357,69.66,70.67
1420.0514,69.49,70.95
1420.0672,69.23,70.81
1420.0829,69.49,71.59
1420.0987,69.42,71.91
1420.1144,69.92,72.59
1420.1302,69.78,73.78
1420.1459,70.07,74.94
1420.1617,70.83,76.69
1420.1774,70.65,79.08
1420.1932,71.54,81.07
1420.2089,72.25,83.21
1420.2246,72.64,84.63
1420.2404,73.62,86.48
1420.2561,74.31,87.65
1420.2719,75.1,89.39
1420.2876,75.44,90.48
1420.3034,75.97,92.65
1420.3191,76.48,95.55
1420.3349,76.96,98.59
1420.3506,77.45,101.59
1420.3664,77.59,103.4
1420.3821,77.59,104.15
1420.3979,77.85,107.23
1420.4136,77.73,107.05
1420.4294,77.64,103.02
1420.4451,77.14,96.66
1420.4609,76.83,89.83
1420.4766,76.61,85.54
1420.4924,75.47,82.48
1420.5081,75.52,80.66
1420.5239,74.58,79.46
1420.5396,73.88,78.53
1420.5554,73.5,77.62
1420.5711,71.88,77.53
1420.5869,71.5,76.63
1420.6026,70.5,76.35
1420.6183,69.92,76.18
1420.6341,69.18,75.1
1420.6498,68.44,74.71
1420.6656,67.7,73.83
1420.6813,67.38,73.08
1420.6971,66.81,71.91
1420.7128,66.06,70.54
1420.7286,65.9,69.54
1420.7443,65.67,68.62
1420.7601,65.77,68.15
1420.7758,65.57,67.56
1420.7916,65.75,67.48
1420.8073,65.75,67.33
1420.8231,66.13,67.49
1420.8388,66.54,67.98
1420.8546,67.34,68.14
1420.8703,67.33,68.94
1420.8861,68.2,68.9
1420.9018,68.74,69.91
1420.9176,69.5,70.12
1420.9333,70.05,70.51
1420.9491,70.48,71.34
1420.9648,70.7,71.95
1420.9806,71.38,71.79
1420.9963,71.42,72.21
1421.0121,71.63,72.05
1421.0278,71.64,72.14
1421.0435,71.07,71.86
1421.0593,70.58,71.61
1421.075,70.2,70.74
1421.0908,69.22,69.76
1421.1065,67.89,68.11
1421.1223,66.72,67.13
1421.138,64.62,65.08
1421.1538,62.87,63.1
1421.1695,60.91,61.28
1421.1853,58.43,58.73
1421.201,55.9,55.94
1421.2168,53.33,53.29
1421.2325,50.11,50.55
1421.2483,47.71,47.78
1421.264,44.7,44.82
1421.2798,41.92,42.2
1421.2955,39.32,39.42
1421.3113,36.85,36.86
1421.327,34.46,34.28
1421.3428,32.33,32.16
1421.3585,30.3,30.08
1421.3743,28.53,28.46
1421.39,27.02,26.74
1421.4058,25.71,25.55
