Trial Number,72,
Galactic Longitude (L),39.48731717062564,degrees
Galactic Latitude (B),15.27090164465538,degrees
Right Ascension (RA),271.98061094549064,degrees
Declination (DEC),12.598358661120901,degrees
observed Frequency,1420.3663809212599,MHz
Observation Time,2025-11-27 14:04:05,
Calculated Parameters
Vr,-8.3,km/s
Ur,131.6,km/s
Ut,159.4,km/s
Total Velocity,206.7,km/s
Distance from Sun,-0.6,kpc
Galactic center Distance,8.9,kpc
Spectral Data
Frequency (MHz),avgps,avgps2
1419.4058,29.1,29.09
1419.4215,28.35,27.93
1419.4372,27.69,27.45
1419.453,27.62,27.44
1419.4687,28.17,28.14
1419.4845,29.4,29.55
1419.5002,31.81,31.75
1419.516,34.75,34.59
1419.5317,38.09,37.94
1419.5475,41.82,41.81
1419.5632,45.96,45.51
1419.579,49.96,49.73
1419.5947,53.92,54.02
1419.6105,58.0,58.06
1419.6262,61.66,62.03
1419.642,65.75,65.54
1419.6577,69.26,68.86
1419.6735,72.44,71.96
1419.6892,75.42,74.91
1419.705,77.8,77.93
1419.7207,80.59,79.98
1419.7365,82.28,82.18
1419.7522,84.44,84.06
1419.768,85.45,85.2
1419.7837,86.21,86.39
1419.7995,87.23,86.82
1419.8152,87.42,87.44
1419.8309,87.56,87.86
1419.8467,87.78,87.54
1419.8624,87.66,87.2
1419.8782,86.81,87.31
1419.8939,85.95,86.69
1419.9097,85.63,85.75
1419.9254,85.04,85.33
1419.9412,84.17,85.04
1419.9569,83.52,84.71
1419.9727,82.93,84.16
1419.9884,82.44,83.57
1420.0042,82.23,83.32
1420.0199,81.24,82.8
1420.0357,81.07,82.68
1420.0514,80.59,81.95
1420.0672,80.41,82.53
1420.0829,80.04,82.63
1420.0987,80.35,82.37
1420.1144,81.15,83.15
1420.1302,80.9,83.48
1420.1459,81.69,84.43
1420.1617,82.43,85.71
1420.1774,82.92,86.41
1420.1932,83.15,87.54
1420.2089,83.78,88.76
1420.2246,84.51,90.52
1420.2404,85.48,91.55
1420.2561,86.34,93.62
1420.2719,87.06,95.61
1420.2876,88.23,97.57
1420.3034,88.38,100.25
1420.3191,89.17,103.79
1420.3349,89.62,107.7
1420.3506,89.98,112.43
1420.3664,90.4,116.37
1420.3821,90.68,116.12
1420.3979,90.35,114.42
1420.4136,90.44,112.47
1420.4294,90.39,107.58
1420.4451,89.9,103.32
1420.4609,89.83,99.57
1420.4766,88.62,97.36
1420.4924,88.01,95.52
1420.5081,87.44,93.45
1420.5239,87.08,91.51
1420.5396,86.03,89.72
1420.5554,85.17,88.11
1420.5711,84.4,86.55
1420.5869,83.6,85.31
1420.6026,82.29,84.03
1420.6183,81.11,82.85
1420.6341,80.8,81.61
1420.6498,79.54,81.1
1420.6656,78.81,80.15
1420.6813,77.9,79.37
1420.6971,77.45,78.53
1420.7128,77.14,78.16
1420.7286,76.62,77.99
1420.7443,76.78,77.59
1420.7601,76.67,77.59
1420.7758,76.77,77.58
1420.7916,76.65,77.25
1420.8073,76.71,77.87
1420.8231,77.21,78.14
1420.8388,77.41,78.32
1420.8546,78.28,78.58
1420.8703,79.07,79.19
1420.8861,79.7,79.8
1420.9018,80.39,80.58
1420.9176,81.08,81.29
1420.9333,81.5,81.86
1420.9491,82.08,83.14
1420.9648,82.78,83.02
1420.9806,83.23,83.59
1420.9963,83.69,84.06
1421.0121,83.72,83.87
1421.0278,83.5,83.67
1421.0435,83.59,83.39
1421.0593,82.98,83.33
1421.075,82.3,81.76
1421.0908,81.01,80.77
1421.1065,79.52,79.75
1421.1223,78.13,77.85
1421.138,75.9,75.63
1421.1538,73.84,73.43
1421.1695,71.22,71.15
1421.1853,68.5,68.36
1421.201,65.68,65.56
1421.2168,62.65,62.69
1421.2325,59.42,59.53
1421.2483,56.3,56.25
1421.264,52.91,52.88
1421.2798,49.61,49.78
1421.2955,46.61,46.35
1421.3113,43.45,43.43
1421.327,40.83,40.54
1421.3428,38.04,37.99
1421.3585,35.84,35.71
1421.3743,33.72,33.47
1421.39,31.95,31.86
1421.4058,30.41,30.23
